image,160_x,160_y,160_z,160_r1,160_r2,160_r3,160_bb_x1,160_bb_y1,160_bb_x2,160_bb_y2,160_bb_x3,160_bb_y3,160_bb_x4,160_bb_y4,160_error,144_x,144_y,144_z,144_r1,144_r2,144_r3,144_bb_x1,144_bb_y1,144_bb_x2,144_bb_y2,144_bb_x3,144_bb_y3,144_bb_x4,144_bb_y4,144_error
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1035.png,-6.8874,4.69799,4.81735,1.61397,0.851167,-1.56815,258.089,707.161,238.921,722.49,216.26,689.555,238.828,675.87,0.106136,1.24328,-4.41807,2.92208,-0.491213,2.54686,-1.60114,621.785,234.466,560.216,222.633,568.4,174.202,638.406,193.058,0.535794
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1036.png,-6.87028,4.70915,4.80796,1.6155,0.833934,-1.55732,258.333,708.006,239.078,723.072,216.747,690.136,239.179,676.672,0.074931,1.13191,-4.39497,2.8913,-0.452956,2.55047,-1.6208,615.807,232.422,553.45,221.736,560.452,172.968,631.831,190.482,0.53539
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1037.png,-6.90509,4.7544,4.8354,1.62319,0.821247,-1.56643,258.636,708.58,239.569,723.457,217.08,690.991,239.363,677.402,0.0908918,1.02284,-4.3759,2.86533,-0.42135,2.55903,-1.63527,609.866,230.529,546.549,220.85,552.549,171.85,625.052,188.034,0.545959
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1038.png,-6.93986,4.79986,4.86171,1.62167,0.823197,-1.56283,258.701,709.096,239.709,724.182,217.64,691.675,239.494,678.152,0.0715718,0.915994,-4.36077,2.84314,-0.390957,2.56298,-1.65396,603.753,228.787,539.741,220.199,544.426,170.945,618.106,185.682,0.55087
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1039.png,-6.92505,4.85061,4.86782,1.63067,0.811274,-1.56099,259.879,710.793,240.947,725.483,218.611,693.572,240.417,680.044,0.0818966,0.794616,-4.3493,2.82193,-0.351476,2.57139,-1.67107,596.541,226.68,531.716,219.716,535.181,170.19,609.622,183.017,0.558079
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1040.png,-6.9744,4.95276,4.92002,1.62457,0.819909,-1.56184,261.033,712.42,242.229,727.355,219.845,695.481,241.426,682.113,0.0888908,0.6733,-4.33218,2.79939,-0.304766,2.58048,-1.68811,589.042,224.946,523.77,219.007,525.722,169.617,601.289,180.691,0.546707
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1041.png,-6.99136,4.94702,4.92214,1.6337,0.811753,-1.56173,260.612,712.103,241.816,726.81,219.616,695.112,240.77,681.787,0.0665359,0.588798,-4.31059,2.77865,-0.275174,2.57944,-1.70535,584.135,223.759,518.067,218.971,519.361,169.434,595.424,179.174,0.573127
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1042.png,-7.02312,4.91946,4.92469,1.63361,0.796295,-1.55343,259.232,710.666,240.981,725.51,218.622,693.801,239.953,680.745,0.0545577,0.51715,-4.28905,2.76089,-0.254477,2.58365,-1.71593,579.777,222.783,512.867,219.052,513.373,169.426,590.555,177.836,0.588867
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1043.png,-7.06262,4.89957,4.93091,1.63263,0.794119,-1.55544,258.147,709.642,239.655,724.219,217.945,692.471,239.049,679.589,0.0688151,0.446978,-4.26957,2.7439,-0.220898,2.588,-1.72335,575.529,222,508.2,219.242,507.906,169.402,585.626,176.813,0.587912
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1044.png,-7.19523,4.8681,4.98002,1.62743,0.804765,-1.5361,255.779,706.767,237.229,721.032,215.834,689.15,237.07,676.601,0.0929218,0.404223,-4.24042,2.72301,-0.207901,2.58316,-1.73811,573.008,221.627,505.339,219.351,504.704,169.597,582.801,176.034,0.594819
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1045.png,-7.31665,4.80314,5.01264,1.61795,0.806527,-1.54221,252.921,703.24,234.163,717.061,213.59,685.275,234.539,673.063,0.0664875,0.37252,-4.22227,2.71039,-0.192175,2.57972,-1.74818,571.143,221.401,503.289,219.287,501.843,169.541,580.766,175.761,0.608753
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1046.png,-7.34869,4.7751,5.01409,1.61336,0.817379,-1.52777,251.751,702.134,233.137,715.619,212.662,683.842,233.733,671.902,0.0775296,0.300174,-4.19979,2.69336,-0.159864,2.57783,-1.76399,566.592,220.703,498.283,219.038,496.048,169.781,575.368,174.681,0.609054
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1047.png,-7.42547,4.79456,5.05346,1.61501,0.809745,-1.52678,251.124,701.408,232.461,714.832,212.201,683.15,233.086,671.388,0.0915269,0.220345,-4.17065,2.67909,-0.000414831,3.13938,0.116511,561.244,219.846,492.743,219.293,489.323,170.041,569.367,173.661,0.148002
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1048.png,-7.51422,4.73283,5.07249,1.60517,0.82083,-1.50976,248.816,698.51,230.256,711.73,210.334,679.715,231.192,668.502,0.0854958,0.17574,-4.16768,2.66862,-0.112215,2.58211,-1.7842,558.411,219.512,489.39,219.517,485.767,170.177,566.035,173.157,0.60056
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1049.png,-7.54105,4.72767,5.0789,1.6023,0.812729,-1.50699,248.18,697.902,229.661,711.031,210.111,679.295,230.796,667.975,0.0897193,0.094425,-4.14729,2.65388,0.0866844,-2.57158,1.78658,552.801,218.889,483.895,219.972,478.887,170.891,559.814,172.132,0.602353
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1050.png,-7.54701,4.72483,5.07701,1.60864,0.796336,-1.50022,247.911,697.643,229.49,710.836,209.981,679.308,230.428,668.043,0.0636371,0.00964016,-4.14078,2.64918,0.0475656,-2.56709,1.78213,546.972,218.506,477.728,220.429,471.923,171.6,552.916,171.349,0.606493
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1051.png,-7.6435,4.75251,5.12649,1.60485,0.807815,-1.50596,247,697.035,228.86,709.765,209.547,678.58,229.926,667.257,0.0991016,-0.0641534,-4.12491,2.6389,0.0248239,-2.5552,1.78281,541.932,217.597,472.409,221.064,465.787,172.163,547.048,170.83,0.609378
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1052.png,-7.73185,4.68983,5.14733,1.60081,0.802241,-1.49996,244.779,694.066,226.532,706.777,207.69,675.017,228.136,664.456,0.0916922,-0.103464,-4.11615,2.63363,0.0103531,-2.54761,1.78708,539.32,217.283,469.542,221.334,462.588,172.724,543.918,170.504,0.621132
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1053.png,-7.83094,4.69391,5.19179,1.5962,0.833318,-1.48081,243.843,692.656,225.535,704.993,206.838,673.584,227.024,663.172,0.0816949,-0.165497,-4.10518,2.62649,-0.0184693,-2.53897,1.78811,534.915,217.038,465.14,221.885,457.349,173.42,538.786,170.025,0.619902
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1054.png,-7.88034,4.68013,5.2083,1.5887,0.82182,-1.48836,242.733,691.585,224.632,703.857,206.26,672.641,226.44,661.97,0.0798956,-0.233418,-4.09625,2.62237,-0.0412757,-2.52977,1.78387,530.09,216.859,460.329,222.503,451.748,174.247,533.331,169.668,0.622197
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1055.png,-7.9148,4.6716,5.21831,1.59587,0.815084,-1.47632,242.215,690.795,224.097,703.117,205.809,671.828,225.685,661.516,0.117106,-0.305295,-4.08741,2.61926,-0.0703838,-2.52064,1.78525,524.895,216.738,455.196,223.319,445.656,175.15,527.462,169.398,0.602314
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1056.png,-8.03683,4.62722,5.26133,1.58806,0.826767,-1.46087,239.936,688.065,221.825,699.615,204.139,668.667,224.332,658.571,0.0752225,-0.344144,-4.08409,2.61776,-0.0880752,-2.51725,1.78111,522.249,216.641,452.406,223.651,442.691,175.937,524.227,168.931,0.63539
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1057.png,-8.09362,4.59363,5.27338,1.58174,0.831911,-1.4537,238.855,686.394,220.566,697.813,203.169,666.599,222.933,656.876,0.0912074,-0.40207,-4.08548,2.62101,-0.10801,-2.51127,1.77947,518.06,216.59,448.389,224.328,437.957,176.943,519.464,168.772,0.613107
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1058.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.460134,-4.07364,2.61645,-0.129147,-2.50336,1.77624,513.894,216.566,444.308,224.988,433.196,178.017,514.244,168.78,0.631568
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1059.png,-8.15293,4.52072,5.27462,1.58831,0.808319,-1.4457,236.762,683.747,218.65,694.775,201.782,663.766,221.419,654.487,0.0826973,-0.528999,-4.07927,2.62366,-0.151639,-2.49418,1.77211,509,216.574,439.644,225.869,427.824,179.19,509,168.837,0.612418
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1060.png,-8.32889,4.5036,5.35277,1.57792,0.829147,-1.44472,234.725,680.77,216.692,691.749,200.39,660.693,219.78,651.543,0.0809173,-0.570253,-4.08212,2.62746,-0.167089,-2.49158,1.76856,506,216.622,436.857,226.321,424.695,180.03,506,168.793,0.587819
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1061.png,-8.37584,4.47817,5.36529,1.57935,0.820398,-1.44232,233.685,679.444,215.874,690.325,199.442,659.359,218.981,650.448,0.077266,-0.633566,-4.07474,2.62723,-0.193285,-2.48442,1.76544,501.525,216.635,432.501,227.345,419.712,181.431,500.057,168.954,0.596141
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1062.png,-8.37919,4.45546,5.3571,1.57438,0.822845,-1.43273,233.073,678.698,215.276,689.589,199.216,658.737,218.584,649.721,0.0903666,-0.706856,-4.07424,2.63262,-0.217084,-2.47436,1.76075,496.408,216.801,427.669,228.512,414.018,182.977,494.044,169.164,0.60627
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1063.png,-8.55793,4.4476,5.43898,1.56646,0.838608,-1.41772,231.29,676.371,213.656,686.471,197.794,655.977,217.224,647.25,0.0679407,-0.751163,-4.07548,2.6364,-0.233621,-2.46874,1.76194,493.179,216.965,424.763,229.081,410.781,183.917,490.56,169.38,0.592415
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1064.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.820554,-4.08232,2.64719,-0.258789,-2.46287,1.75115,488.391,217.287,420.342,230.234,405.5,185.41,484.806,169.911,0.591153
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1065.png,-8.64935,4.43016,5.47036,-0.919661,-1.92177,2.20191,229.924,674.632,212.478,684.766,197.015,654.234,216.144,645.941,0.126806,-0.892301,-4.07904,2.65222,-0.282205,-2.45299,1.74689,483.336,217.703,415.58,231.486,400.311,187.235,478.861,170.327,0.585725
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1066.png,-8.70519,4.37172,5.48263,1.56662,0.825863,-1.42381,228.681,672.211,211.043,682.296,195.849,651.956,214.88,643.509,0.088407,-0.941212,-4.08858,2.66273,-0.297683,-2.45001,1.74143,479.959,217.911,412.645,232.237,396.969,188.315,475.134,170.713,0.579425
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1067.png,-8.76465,4.39054,5.51413,1.56346,0.830088,-1.4149,228.033,672.04,210.789,681.803,195.705,651.635,214.757,643.368,0.0858956,-1.01671,-4.09057,2.67265,-0.325645,-2.44089,1.73502,474.711,218.479,407.981,233.73,391.591,190.331,469.029,171.364,0.581515
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1068.png,-8.7787,4.37534,5.51209,1.56721,0.815994,-1.41277,227.643,671.323,210.46,681.177,195.458,651.126,214.358,642.901,0.080008,-1.08915,-4.0974,2.68594,-0.348311,-2.43648,1.72509,469.808,218.96,403.485,234.999,386.705,192.162,463.365,172.137,0.569534
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1069.png,-8.88709,4.36149,5.55663,-0.907963,-1.96296,2.21074,226.791,669.713,209.344,679.436,194.705,649.39,213.427,641.336,0.122627,-1.14264,-4.10328,2.69602,-0.362643,-2.42972,1.71955,466.16,219.435,400.413,236.06,383.127,193.588,459.284,172.743,0.570145
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1070.png,-9.02579,4.41065,5.63875,1.5613,0.84146,-1.423,226.043,669.093,209.03,678.85,194.449,648.74,213.09,640.97,0.100249,-1.2139,-4.11297,2.71155,-0.387706,-2.42398,1.71254,461.667,220.004,396.226,237.323,378.466,195.485,453.582,173.679,0.550286
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1071.png,-8.95023,4.34309,5.58081,1.55814,0.822877,-1.40605,225.579,668.31,208.484,677.695,194.042,647.916,212.647,640.265,0.0644776,-1.27936,-4.11969,2.72472,-0.405001,-2.41891,1.70416,457.205,220.707,392.421,238.659,374.288,197.288,448.774,174.505,0.554545
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1072.png,-8.96805,4.34628,5.58634,1.56744,0.812135,-1.40253,225.519,668.349,208.33,677.485,194.029,647.83,212.489,640.21,0.0788019,-1.35385,-4.12217,2.73836,-0.42712,-2.4136,1.69354,452.325,221.573,388.189,240.307,369.519,199.34,443.196,175.672,0.556193
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1073.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43988,-4.13129,2.75789,-0.454558,-2.40713,1.68264,446.8,222.567,383.349,242.098,364.197,201.847,436.84,176.986,0.545396
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1074.png,-9.14314,4.41866,5.68528,1.56309,0.819727,-1.4113,225.006,668.075,208.166,677.073,193.936,647.863,212.125,640.13,0.0671861,-1.50391,-4.13809,2.77265,-0.473329,-2.39824,1.67713,442.74,223.294,379.961,243.57,360.106,203.644,432.235,178.1,0.547763
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1075.png,-9.28573,4.4138,5.75136,1.55488,0.852136,-1.39655,223.778,666.197,207.139,675.088,193.06,645.894,211.319,638.432,0.0669303,-1.55358,-4.14883,2.7867,-0.487633,-2.39369,1.67319,439.812,223.815,377.397,244.422,357.679,204.927,428.669,178.9,0.530844
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1076.png,-9.29564,4.31985,5.73338,1.55415,0.833926,-1.36837,222.263,663.555,205.587,672.163,191.941,642.974,210.018,635.918,0.0676203,-1.5914,-4.16357,2.80069,-0.496565,-2.39186,1.66872,437.486,224.257,375.847,244.948,355.669,205.827,426.247,179.498,0.540865
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1077.png,-9.37969,4.27085,5.76189,1.54804,0.835912,-1.37606,220.963,661.156,204.3,669.815,190.844,640.481,208.846,633.588,0.0739805,-1.63784,-4.19117,2.82438,-0.511446,-2.39132,1.66168,435.069,224.678,373.85,245.592,353.79,206.838,423.437,180.2,0.529482
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1078.png,-9.46628,4.32011,5.81339,1.55494,0.835582,-1.38392,220.836,661.381,204.414,670.075,190.947,640.837,209.019,633.947,0.0653018,-1.71619,-4.19374,2.84065,-0.52973,-2.38862,1.64868,430.305,225.865,369.72,247.36,349.196,209.235,417.929,181.697,0.516659
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1079.png,-9.36979,4.37671,5.77387,1.56168,0.819094,-1.38247,222.218,664.01,205.797,672.632,192.126,643.901,209.985,636.931,0.0623785,-1.83045,-4.18766,2.86167,-0.560338,-2.37657,1.6334,423.258,227.776,363.599,250.335,342.28,212.992,409.843,184.073,0.524338
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1080.png,-9.43813,4.48985,5.83305,1.56282,0.811654,-1.39543,223.023,666.076,206.988,674.706,193.162,646.328,210.775,639.111,0.0666109,-1.93478,-4.18306,2.88277,-0.595107,-2.36375,1.62305,416.835,229.577,358.207,253.285,336.335,216.441,402.569,186.481,0.495122
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1081.png,-9.46472,4.58477,5.86747,1.56132,0.81736,-1.40129,224.031,668.13,208.065,676.864,194.259,648.527,211.627,641.218,0.073282,-2.03719,-4.17219,2.90045,-0.616965,-2.35132,1.61556,410.819,231.486,352.972,256.168,330.379,220.017,395.551,188.954,0.497157
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1082.png,-9.52344,4.69831,5.92154,1.56813,0.803889,-1.41485,225.135,670.063,209.243,679.038,195.173,650.79,212.417,643.606,0.0751111,-2.14385,-4.1678,2.92466,-0.641594,-2.34572,1.59741,404.637,233.575,347.673,259.185,324.614,223.692,388.536,191.513,0.477972
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1083.png,-9.5137,4.84133,5.95198,1.56765,0.806023,-1.42011,227.02,673.629,211.064,682.639,196.93,654.914,214.001,647.257,0.0406197,-2.26676,-4.14418,2.94326,-0.672753,-2.32926,1.58669,397.194,236.397,341.295,262.788,317.489,228.38,380.205,194.848,0.472287
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1084.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38366,-4.13531,2.97058,-0.696188,-2.32233,1.5661,390.748,238.757,335.95,266.334,311.565,232.613,372.747,197.965,0.4797
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1085.png,-9.42715,5.13005,5.97575,-0.916322,-1.94207,2.16535,231.422,681.547,215.913,690.852,201.013,663.733,217.798,655.433,0.13616,-2.53635,-4.10238,2.99816,-0.735223,-2.30351,1.55112,381.962,242.544,328.376,271.518,303.318,238.649,362.875,202.522,0.464645
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1086.png,-9.25192,5.36688,5.95627,1.61212,0.742206,-1.46322,236.089,689.176,220.903,698.938,205.336,672.068,221.871,663.891,0.122127,-2.72147,-4.03617,3.0217,-0.781185,-2.27684,1.53015,371.202,247.852,319.036,278.427,292.839,246.84,350.425,208.87,0.456181
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1087.png,-9.12396,5.60646,5.96268,1.63055,0.73048,-1.46336,240.602,696.238,225.681,706.096,209.681,680.225,225.595,671.033,0.1128,-2.89587,-3.96818,3.04453,-0.821343,-2.25314,1.50952,360.948,253.233,310.533,285.394,283.28,254.88,339.108,215.223,0.457563
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1088.png,-9.05339,5.84768,6.00007,1.62831,0.727999,-1.47411,244.715,702.204,230.211,712.563,213.448,686.769,229.273,677.757,0.0729488,-3.05668,-3.8998,3.0671,-0.855759,-2.23382,1.49047,351.716,258.318,302.84,292.177,274.935,262.607,328.576,221.466,0.410864
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1089.png,-8.95375,6.14415,6.0454,1.6512,0.718927,-1.47766,249.99,709.482,236.019,720.293,218.502,695.412,233.894,685.386,0.090282,-3.24047,-3.81578,3.09402,-0.892779,-2.20528,1.47167,341.529,264.76,294.139,300.084,265.614,271.743,317.051,229.143,0.44053
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1090.png,-8.86112,6.33995,6.06354,1.67161,0.670727,-1.51862,253.894,714.814,239.955,725.49,222.255,701.199,237.44,690.992,0.0950787,-3.39256,-3.75279,3.12198,-0.933606,-2.18612,1.45061,333.471,270.019,287.874,306.477,258.36,279.348,308.087,235.456,0.438672
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1091.png,-8.64532,6.72792,6.09834,1.6965,0.669118,-1.52978,261.91,724.765,249.151,736.584,230.01,712.771,244.743,701.975,0.0930208,-3.62318,-3.61839,3.15551,-0.994313,-2.1464,1.42328,320.969,279.524,277.576,317.476,246.928,292.379,293.969,246.362,0.426565
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1092.png,-8.44967,6.97923,6.09832,1.71033,0.623467,-1.574,268.145,731.889,255.527,744.107,235.973,720.535,250.335,709.771,0.122,-3.79248,-3.50021,3.17565,-1.01962,-2.11976,1.40296,311.617,287.047,269.976,326.544,238.892,302.717,283.195,255.34,0.389601
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1093.png,-8.16605,7.2161,6.06169,-1.05093,-1.73489,2.02774,275.818,740.31,263.125,752.209,243.118,729.804,256.958,718.277,0.150103,-3.98357,-3.37028,3.20563,-1.06655,-2.08807,1.38019,301.728,295.728,262.152,336.663,230.262,314.365,271.861,265.861,0.413053
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1094.png,-7.74837,7.57755,6.03405,1.76629,0.529503,-1.61888,287.844,752.156,275.623,764.377,254.406,743.104,267.901,731.206,0.0392837,-4.23271,-3.16397,3.24183,-1.11753,-2.0444,1.3477,288.345,308.953,251.911,351.571,219.025,331.413,257.478,280.874,0.387453
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1095.png,-7.41572,8.10223,6.11144,-1.13119,-1.63404,1.96618,300.926,763.7,290.086,777.25,267.821,757.412,280.06,744.387,0.126568,-4.47145,-2.91572,3.26985,-1.18714,-1.99179,1.31197,275.278,323.738,241.97,368.138,208.301,350.257,242.871,297.96,0.383936
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1096.png,-6.90284,8.61794,6.15057,1.81105,0.468668,-1.68961,317.982,777.066,308.119,791.224,284.384,772.462,295.9,759.027,0.0945883,-4.72253,-2.60648,3.3003,-1.24881,-1.93412,1.26764,261.611,341.847,231.799,387.93,197.255,372.778,227.727,318.608,0.385678
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1097.png,-6.40284,8.89682,6.10612,1.84554,0.35201,-1.74546,331.777,786.743,322.824,801.317,298.308,784.124,308.938,769.772,0.06859,-4.90093,-2.33929,3.31719,-1.29629,-1.88149,1.24241,251.545,356.836,224.849,404.427,189.784,391.298,216.693,336.063,0.376343
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1098.png,-5.7671,9.27978,6.08912,1.87888,0.333166,-1.77409,351.036,798.212,342.443,813.157,316.873,797.587,326.993,783.198,0.0968477,-5.10642,-1.98789,3.34309,-1.34773,-1.81767,1.20635,240.16,376.78,217.398,425.643,181.793,415.158,204.24,358.82,0.34233
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1099.png,-4.99136,9.86837,6.16727,1.92345,0.296927,-1.80822,376.642,811.172,369.532,826.819,342.957,813.694,351.351,798.23,0.0673135,-5.33008,-1.51866,3.37834,-1.4224,-1.74028,1.14973,228.382,402.927,210.338,453.251,174.312,446.296,191.124,388.494,0.35737
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1100.png,-3.95314,10.3395,6.17649,1.96496,0.13734,-1.90943,408.099,823.589,402.743,839.776,375.043,829.413,381.761,813.155,0.108401,-5.50975,-0.943979,3.40414,-1.50089,-1.63962,1.09287,217.94,434.304,205.46,485.903,169.19,482.724,179.629,424.105,0.362296
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1101.png,-2.80496,10.7328,6.19572,-1.36818,-1.2161,1.65298,442.874,832.935,439.301,849.576,410.698,842.405,415.563,825.699,0.143407,-5.61092,-0.313538,3.4254,2.05759,2.34649,0.0409934,210.538,468.386,204.112,520.782,168.257,521.613,171.723,462.598,0.135956
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1102.png,-1.84194,10.9406,6.20084,2.03848,0.0261516,-2.00889,471.467,837.711,469.495,854.685,440.162,849.895,443.748,833.193,0.0930837,-5.67366,0.203335,3.45228,-1.62144,-1.45113,0.977743,207.512,496.293,205.773,548.767,170.516,553.064,168.446,494.339,0.332851
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1103.png,-0.838986,10.9687,6.14687,-1.43081,-1.0829,1.51867,501,840.299,501,857.305,470.987,854.948,473.183,837.718,0.129612,-5.6638,0.735293,3.47656,2.26677,2.14038,0.0361272,207.298,525.03,210.334,576.911,175.787,584.485,168.54,526.332,0.122637
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1104.png,0.287818,11.0505,6.18451,2.1177,-0.21392,-2.10265,534.768,839.845,535.988,856.43,506,857.264,506,840.07,0.0646829,-5.57808,1.32321,3.48807,2.36665,2.02147,0.0450063,209.833,556.715,218.539,607.858,185.051,618.939,172.075,562.309,0.110621
